ONET_SOC_CODE,Title,education_required_level_ranked,education_importance_ranked,education_required_quantity_ranked,education_category_10_required_level_value,education_category_10_required_quantity_value,education_category_11_required_level_value,education_category_11_required_quantity_value,education_category_12_required_level_value,education_category_12_required_quantity_value,education_category_1_required_level_value,education_category_1_required_quantity_value,education_category_2_required_level_value,education_category_2_required_quantity_value,education_category_3_required_level_value,education_category_3_required_quantity_value,education_category_4_required_level_value,education_category_4_required_quantity_value,education_category_5_required_level_value,education_category_5_required_quantity_value,education_category_6_required_level_value,education_category_6_required_quantity_value,education_category_7_required_level_value,education_category_7_required_quantity_value,education_category_8_required_level_value,education_category_8_required_quantity_value,education_category_9_required_level_value,education_category_9_required_quantity_value
29-1125.00,Recreational Therapists,category_6|category_7|category_8|category_1|category_2,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,91.89,,5.41,,2.7,,0.0,
29-1126.00,Respiratory Therapists,,,category_5|category_6|category_1|category_2|category_3,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,99.18,,0.82,,0.0,,0.0,,0.0
29-1127.00,Speech-Language Pathologists,category_8|category_9|category_1|category_2|category_3,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,88.52,,11.48,
29-1128.00,Exercise Physiologists,,,category_6|category_8|category_3|category_9|category_1,,0.0,,0.0,,0.0,,0.0,,0.0,,4.17,,0.0,,0.0,,50.0,,0.0,,41.67,,4.17
29-1129.01,Art Therapists,,,category_8|category_9|category_1|category_2|category_3,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,97.14,,2.86
29-1129.02,Music Therapists,category_6|category_8|category_7|category_1|category_2,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,73.08,,11.54,,15.38,,0.0,
29-1131.00,Veterinarians,category_11|category_12|category_10|category_1|category_2,,,9.1,,79.16,,11.74,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
29-1141.00,Registered Nurses,category_6|category_3|category_5|category_8|category_2,,,0.0,,0.0,,0.0,,0.0,,0.76,,22.5,,0.0,,19.39,,55.92,,0.0,,1.43,,0.0,
29-1141.01,Acute Care Nurses,category_6|category_5|category_7|category_8|category_9,,,0.0,,4.76,,0.0,,0.0,,0.0,,0.0,,0.0,,19.05,,57.14,,9.52,,4.76,,4.76,
29-1141.02,Advanced Practice Psychiatric Nurses,category_8|category_11|category_10|category_1|category_2,,,4.35,,8.7,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,86.96,,0.0,
29-1141.03,Critical Care Nurses,category_6|category_5|category_8|category_9|category_1,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,35.71,,50.0,,0.0,,10.71,,3.57,
29-1141.04,Clinical Nurse Specialists,category_8|category_9|category_10|category_11|category_1,,,4.76,,4.76,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,85.71,,4.76,
29-1151.00,Nurse Anesthetists,category_11|category_8|category_10|category_1|category_2,,,3.7,,55.56,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,40.74,,0.0,
29-1161.00,Nurse Midwives,category_8|category_9|category_7|category_1|category_2,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.12,,81.25,,15.62,
29-1171.00,Nurse Practitioners,category_8|category_11|category_6|category_12|category_1,,,0.0,,26.09,,4.35,,0.0,,0.0,,0.0,,0.0,,0.0,,4.35,,0.0,,65.22,,0.0,
29-1181.00,Audiologists,category_11|category_12|category_1|category_2|category_3,,,0.0,,95.45,,4.55,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
29-1211.00,Anesthesiologists,category_12|category_11|category_10|category_8|category_1,,,4.85,,24.71,,69.18,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.26,,0.0,
29-1213.00,Dermatologists,category_11|category_12|category_5|category_8|category_10,,,1.49,,56.38,,30.57,,0.0,,0.0,,0.74,,0.0,,6.11,,0.0,,0.0,,4.71,,0.0,
29-1214.00,Emergency Medicine Physicians,category_12|category_11|category_10|category_1|category_2,,,3.45,,34.48,,62.07,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
29-1215.00,Family Medicine Physicians,category_11|category_12|category_8|category_6|category_4,,,0.0,,59.06,,28.89,,0.0,,0.0,,0.0,,0.31,,0.0,,2.25,,0.0,,9.48,,0.0,
29-1216.00,General Internal Medicine Physicians,category_12|category_11|category_1|category_2|category_3,,,0.0,,46.99,,53.01,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
29-1217.00,Neurologists,category_12|category_11|category_8|category_2|category_1,,,0.0,,29.18,,63.66,,0.0,,2.4,,0.0,,0.0,,0.0,,0.0,,0.0,,4.77,,0.0,
29-1218.00,Obstetricians and Gynecologists,category_12|category_11|category_10|category_1|category_2,,,3.45,,22.54,,74.01,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
29-1221.00,"Pediatricians, General",category_12|category_11|category_10|category_1|category_2,,,1.27,,20.43,,78.3,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
29-1222.00,"Physicians, Pathologists",category_12|category_11|category_8|category_10|category_1,,,2.74,,29.22,,62.04,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,6.0,,0.0,
29-1223.00,Psychiatrists,category_12|category_11|category_8|category_10|category_2,,,1.8,,34.18,,58.53,,0.0,,0.47,,0.0,,0.0,,0.0,,0.0,,0.0,,5.03,,0.0,
29-1224.00,Radiologists,category_12|category_11|category_5|category_3|category_1,,,0.0,,28.02,,57.86,,0.0,,0.0,,3.04,,0.0,,11.08,,0.0,,0.0,,0.0,,0.0,
29-1229.01,Allergists and Immunologists,category_12|category_11|category_8|category_2|category_4,,,0.0,,21.48,,52.95,,0.0,,6.92,,0.0,,3.53,,2.36,,0.0,,0.0,,12.76,,0.0,
29-1229.02,Hospitalists,category_12|category_11|category_10|category_6|category_1,,,8.0,,40.0,,48.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.0,,0.0,,0.0,,0.0,
29-1229.03,Urologists,category_12|category_11|category_10|category_1|category_2,,,2.21,,33.37,,64.43,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
29-1229.04,Physical Medicine and Rehabilitation Physicians,category_11|category_12|category_10|category_6|category_1,,,1.25,,54.89,,43.05,,0.0,,0.0,,0.0,,0.0,,0.0,,0.81,,0.0,,0.0,,0.0,
29-1229.05,Preventive Medicine Physicians,category_12|category_11|category_1|category_2|category_3,,,0.0,,26.32,,73.68,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
29-1229.06,Sports Medicine Physicians,category_11|category_12|category_1|category_2|category_3,,,0.0,,50.95,,49.05,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
29-1241.00,"Ophthalmologists, Except Pediatric",category_12|category_11|category_7|category_10|category_3,,,13.96,,20.03,,42.13,,0.0,,0.0,,9.91,,0.0,,0.0,,0.0,,13.96,,0.0,,0.0,
29-1291.00,Acupuncturists,category_8|category_11|category_3|category_10|category_6,,,7.14,,14.29,,0.0,,0.0,,0.0,,7.14,,0.0,,0.0,,3.57,,0.0,,67.86,,0.0,
29-1292.00,Dental Hygienists,category_5|category_10|category_7|category_6|category_1,,,12.74,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,75.18,,3.08,,9.0,,0.0,,0.0,
29-1299.01,Naturopathic Physicians,category_11|category_12|category_1|category_2|category_3,,,0.0,,96.0,,4.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
29-1299.02,Orthoptists,,,category_7|category_6|category_8|category_9|category_1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,15.15,,66.67,,15.15,,3.03
29-2011.00,Medical and Clinical Laboratory Technologists,category_6|category_5|category_7|category_4|category_1,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.54,,32.4,,52.12,,13.95,,0.0,,0.0,
29-2011.01,Cytogenetic Technologists,,,category_6|category_1|category_2|category_3|category_4,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0
29-2011.02,Cytotechnologists,category_6|category_7|category_8|category_1|category_2,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,50.0,,36.36,,13.64,,0.0,
29-2011.04,Histotechnologists,category_6|category_5|category_3|category_8|category_2,,,0.0,,0.0,,0.0,,0.0,,4.76,,14.29,,4.76,,19.05,,42.86,,4.76,,9.52,,0.0,
29-2012.00,Medical and Clinical Laboratory Technicians,,,category_5|category_6|category_2|category_3|category_1,,0.0,,0.0,,0.0,,0.0,,3.49,,3.09,,0.0,,62.69,,30.73,,0.0,,0.0,,0.0
29-2012.01,Histology Technicians,category_5|category_3|category_2|category_4|category_6,,,4.0,,4.0,,0.0,,0.0,,12.0,,16.0,,12.0,,48.0,,4.0,,0.0,,0.0,,0.0,
29-2031.00,Cardiovascular Technologists and Technicians,category_5|category_3|category_2|category_4|category_10,,,3.81,,0.0,,0.0,,0.0,,9.85,,12.85,,7.82,,62.9,,2.77,,0.0,,0.0,,0.0,
29-2032.00,Diagnostic Medical Sonographers,,,category_5|category_6|category_4|category_3|category_7,,0.0,,0.0,,0.0,,0.0,,0.0,,1.54,,6.08,,67.07,,24.97,,0.34,,0.0,,0.0
29-2033.00,Nuclear Medicine Technologists,category_5|category_6|category_7|category_3|category_10,,,4.07,,0.0,,0.0,,0.0,,0.0,,4.24,,1.81,,62.63,,21.5,,5.76,,0.0,,0.0,
29-2034.00,Radiologic Technologists and Technicians,,,category_5|category_6|category_2|category_7|category_1,,0.0,,0.0,,0.0,,0.0,,3.57,,0.0,,0.0,,60.71,,32.14,,3.57,,0.0,,0.0
29-2035.00,Magnetic Resonance Imaging Technologists,category_5|category_3|category_6|category_2|category_4,,,0.0,,0.0,,0.0,,0.0,,4.35,,13.04,,4.35,,65.22,,8.7,,4.35,,0.0,,0.0,
29-2036.00,Medical Dosimetrists,category_6|category_7|category_8|category_3|category_10,,,5.0,,0.0,,0.0,,0.0,,0.0,,5.0,,0.0,,0.0,,40.0,,35.0,,15.0,,0.0,
29-2043.00,Paramedics,,,category_3|category_5|category_2|category_4|category_1,,0.0,,0.0,,0.0,,0.0,,16.13,,41.94,,16.13,,25.81,,0.0,,0.0,,0.0,,0.0
29-2051.00,Dietetic Technicians,category_5|category_3|category_4|category_1|category_2,,,0.0,,0.0,,0.0,,9.69,,7.54,,26.85,,14.64,,34.57,,6.71,,0.0,,0.0,,0.0,
29-2052.00,Pharmacy Technicians,category_3|category_2|category_4|category_6|category_5,,,0.0,,0.0,,0.0,,0.0,,35.73,,41.97,,14.63,,3.83,,3.84,,0.0,,0.0,,0.0,
29-2053.00,Psychiatric Technicians,category_4|category_6|category_2|category_3|category_5,,,0.0,,0.0,,0.0,,0.0,,19.77,,5.02,,40.12,,3.18,,29.78,,0.0,,2.13,,0.0,
29-2055.00,Surgical Technologists,,,category_3|category_5|category_2|category_4|category_1,,0.0,,0.0,,0.0,,0.0,,14.19,,41.2,,9.86,,34.74,,0.0,,0.0,,0.0,,0.0
29-2056.00,Veterinary Technologists and Technicians,category_2|category_5|category_3|category_4|category_11,,,0.0,,5.54,,0.0,,0.0,,41.25,,14.63,,7.37,,26.35,,4.86,,0.0,,0.0,,0.0,
29-2057.00,Ophthalmic Medical Technicians,category_2|category_3|category_5|category_4|category_1,,,0.0,,0.0,,0.0,,0.0,,59.09,,27.27,,4.55,,9.09,,0.0,,0.0,,0.0,,0.0,
29-2061.00,Licensed Practical and Licensed Vocational Nurses,category_4|category_3|category_5|category_6|category_1,,,0.0,,0.0,,0.0,,0.0,,0.0,,34.77,,38.24,,15.9,,11.09,,0.0,,0.0,,0.0,
29-2072.00,Medical Records Specialists,,,category_2|category_3|category_4|category_6|category_5,,0.0,,0.0,,0.0,,0.0,,52.37,,21.83,,13.26,,1.17,,11.37,,0.0,,0.0,,0.0
29-2081.00,"Opticians, Dispensing",category_2|category_3|category_5|category_4|category_1,,,0.0,,0.0,,0.0,,0.0,,45.83,,25.0,,4.17,,25.0,,0.0,,0.0,,0.0,,0.0,
29-2091.00,Orthotists and Prosthetists,category_8|category_6|category_7|category_1|category_2,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5.0,,5.0,,90.0,,0.0,
29-2092.00,Hearing Aid Specialists,category_11|category_2|category_3|category_7|category_5,,,0.0,,43.99,,0.0,,0.0,,22.13,,11.96,,0.0,,9.17,,0.44,,11.92,,0.4,,0.0,
29-2099.01,Neurodiagnostic Technologists,category_5|category_3|category_6|category_1|category_2,,,0.0,,0.0,,0.0,,0.0,,0.0,,35.48,,0.0,,48.39,,16.13,,0.0,,0.0,,0.0,
29-2099.05,Ophthalmic Medical Technologists,category_2|category_3|category_6|category_4|category_5,,,0.0,,0.0,,0.0,,0.0,,30.0,,25.0,,10.0,,10.0,,15.0,,10.0,,0.0,,0.0,
29-2099.08,Patient Representatives,,,category_6|category_5|category_8|category_7|category_1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,23.08,,57.69,,3.85,,15.38,,0.0
29-9091.00,Athletic Trainers,category_8|category_6|category_2|category_1|category_3,,,0.0,,0.0,,0.0,,0.0,,8.28,,0.0,,0.0,,0.0,,37.39,,0.0,,54.33,,0.0,
29-9092.00,Genetic Counselors,category_8|category_9|category_10|category_1|category_2,,,4.76,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,90.48,,4.76,
29-9093.00,Surgical Assistants,,,category_3|category_5|category_4|category_7|category_1,,0.0,,0.0,,0.0,,0.0,,0.0,,55.16,,10.42,,31.54,,0.0,,2.88,,0.0,,0.0
29-9099.01,Midwives,category_3|category_8|category_7|category_6|category_4,,,0.0,,0.0,,0.0,,0.0,,0.0,,32.75,,8.83,,0.0,,12.19,,15.93,,28.79,,1.51,
31-1121.00,Home Health Aides,,,category_3|category_4|category_12|category_2|category_1,,0.0,,0.0,,20.07,,0.0,,19.49,,31.8,,28.64,,0.0,,0.0,,0.0,,0.0,,0.0
31-1122.00,Personal Care Aides,category_2|category_5|category_1|category_3|category_4,,,0.0,,0.0,,0.0,,17.53,,47.76,,6.24,,5.99,,22.48,,0.0,,0.0,,0.0,,0.0,
31-1131.00,Nursing Assistants,category_2|category_3|category_4|category_5|category_6,,,3.79,,0.0,,0.0,,2.67,,38.69,,23.98,,12.2,,9.82,,6.1,,0.0,,2.76,,0.0,
31-1132.00,Orderlies,category_2|category_1|category_3|category_4|category_5,,,0.0,,0.0,,0.0,,6.55,,89.32,,4.13,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
31-1133.00,Psychiatric Aides,category_4|category_2|category_3|category_5|category_6,,,0.0,,0.0,,0.0,,0.0,,24.17,,16.49,,45.7,,9.56,,4.08,,0.0,,0.0,,0.0,
31-2011.00,Occupational Therapy Assistants,category_5|category_4|category_6|category_7|category_1,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5.07,,91.74,,2.74,,0.45,,0.0,,0.0,
31-2012.00,Occupational Therapy Aides,category_2|category_5|category_4|category_3|category_10,,,1.8,,0.0,,0.0,,0.0,,36.76,,8.72,,24.32,,28.4,,0.0,,0.0,,0.0,,0.0,
31-2021.00,Physical Therapist Assistants,category_5|category_6|category_10|category_1|category_2,,,0.97,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,84.16,,14.88,,0.0,,0.0,,0.0,
31-2022.00,Physical Therapist Aides,category_2|category_5|category_1|category_11|category_4,,,0.0,,10.09,,0.0,,10.09,,34.41,,2.09,,9.61,,25.1,,8.62,,0.0,,0.0,,0.0,
31-9011.00,Massage Therapists,,,category_3|category_2|category_5|category_1|category_4,,0.0,,0.0,,0.0,,11.11,,18.52,,48.15,,7.41,,14.81,,0.0,,0.0,,0.0,,0.0
31-9091.00,Dental Assistants,category_3|category_2|category_4|category_5|category_1,,,0.0,,0.0,,0.0,,0.0,,28.61,,46.04,,17.06,,8.29,,0.0,,0.0,,0.0,,0.0,
31-9092.00,Medical Assistants,category_3|category_2|category_6|category_4|category_5,,,0.0,,0.0,,0.0,,0.0,,20.54,,44.74,,17.2,,0.05,,17.47,,0.0,,0.0,,0.0,
31-9093.00,Medical Equipment Preparers,category_2|category_3|category_6|category_4|category_5,,,0.0,,0.0,,0.0,,0.0,,43.76,,31.22,,4.42,,3.52,,15.3,,0.0,,1.78,,0.0,
31-9094.00,Medical Transcriptionists,category_3|category_4|category_2|category_5|category_1,,,0.0,,0.0,,0.0,,0.0,,16.73,,38.89,,33.65,,10.73,,0.0,,0.0,,0.0,,0.0,
31-9095.00,Pharmacy Aides,category_2|category_3|category_1|category_4|category_5,,,0.0,,0.0,,0.0,,15.04,,61.19,,18.21,,5.56,,0.0,,0.0,,0.0,,0.0,,0.0,
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,category_2|category_3|category_1|category_4|category_7,,,0.0,,0.0,,0.0,,6.44,,78.23,,10.89,,3.67,,0.31,,0.0,,0.45,,0.0,,0.0,
31-9097.00,Phlebotomists,,,category_2|category_3|category_4|category_8|category_1,,0.0,,0.0,,0.0,,0.0,,40.0,,40.0,,16.0,,0.0,,0.0,,0.0,,4.0,,0.0
31-9099.01,Speech-Language Pathology Assistants,category_5|category_6|category_7|category_8|category_1,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,57.73,,23.34,,14.12,,4.81,,0.0,
31-9099.02,Endoscopy Technicians,category_2|category_3|category_5|category_4|category_1,,,0.0,,0.0,,0.0,,0.0,,53.85,,30.77,,3.85,,11.54,,0.0,,0.0,,0.0,,0.0,
33-1011.00,First-Line Supervisors of Correctional Officers,category_2|category_5|category_6|category_3|category_4,,,0.0,,0.0,,0.0,,0.0,,58.99,,5.15,,2.28,,22.88,,10.69,,0.0,,0.0,,0.0,
33-1012.00,First-Line Supervisors of Police and Detectives,category_2|category_4|category_6|category_5|category_3,,,0.0,,0.0,,0.0,,0.0,,56.42,,0.92,,19.62,,3.62,,19.42,,0.0,,0.0,,0.0,
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,,,category_2|category_3|category_5|category_1|category_6,,0.0,,0.0,,0.0,,3.05,,38.19,,34.51,,0.39,,21.51,,2.35,,0.0,,0.0,,0.0
33-1091.00,First-Line Supervisors of Security Workers,category_5|category_2|category_4|category_6|category_3,,,0.0,,0.0,,0.0,,0.0,,27.72,,4.99,,26.12,,29.75,,11.43,,0.0,,0.0,,0.0,
33-2011.00,Firefighters,,,category_2|category_3|category_1|category_5|category_4,,0.0,,0.0,,0.0,,11.12,,69.53,,11.57,,0.41,,7.18,,0.19,,0.0,,0.0,,0.0
33-2021.00,Fire Inspectors and Investigators,category_3|category_4|category_2|category_5|category_1,,,0.0,,0.0,,0.0,,6.8,,22.64,,27.49,,26.01,,12.82,,1.63,,0.56,,2.04,,0.0,
33-2022.00,Forest Fire Inspectors and Prevention Specialists,category_2|category_6|category_5|category_4|category_3,,,0.0,,0.0,,0.0,,0.0,,31.63,,8.92,,17.52,,17.9,,24.03,,0.0,,0.0,,0.0,
33-3011.00,Bailiffs,category_2|category_5|category_3|category_1|category_4,,,0.0,,0.0,,0.0,,5.94,,39.86,,20.84,,0.0,,33.35,,0.0,,0.0,,0.0,,0.0,
33-3012.00,Correctional Officers and Jailers,category_2|category_5|category_1|category_3|category_4,,,0.0,,0.0,,0.0,,0.0,,92.43,,0.0,,0.0,,7.57,,0.0,,0.0,,0.0,,0.0,
33-3021.00,Detectives and Criminal Investigators,,,category_3|category_2|category_4|category_6|category_5,,0.0,,0.0,,0.0,,0.0,,22.98,,25.75,,20.01,,11.99,,19.27,,0.0,,0.0,,0.0
33-3021.02,Police Identification and Records Officers,category_2|category_4|category_6|category_5|category_3,,,0.0,,0.0,,0.0,,0.0,,34.62,,1.22,,28.5,,10.8,,24.86,,0.0,,0.0,,0.0,
33-3021.06,Intelligence Analysts,category_6|category_8|category_5|category_7|category_4,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.35,,8.7,,65.22,,8.7,,13.04,,0.0,
33-3031.00,Fish and Game Wardens,,,category_6|category_2|category_3|category_5|category_1,,0.0,,0.0,,0.0,,0.0,,34.6,,26.07,,0.0,,0.5,,38.84,,0.0,,0.0,,0.0
33-3041.00,Parking Enforcement Workers,,,category_2|category_5|category_6|category_4|category_1,,0.0,,0.0,,0.0,,0.0,,80.12,,0.0,,0.21,,11.4,,8.27,,0.0,,0.0,,0.0
33-3051.00,Police and Sheriff's Patrol Officers,,,category_2|category_5|category_3|category_6|category_1,,0.0,,0.0,,0.0,,1.55,,42.17,,17.7,,1.02,,32.67,,4.89,,0.0,,0.0,,0.0
33-3051.04,Customs and Border Protection Officers,category_2|category_6|category_4|category_3|category_5,,,0.0,,0.0,,0.0,,0.0,,39.01,,10.12,,14.2,,7.33,,27.15,,2.18,,0.0,,0.0,
33-3052.00,Transit and Railroad Police,category_6|category_4|category_2|category_3|category_5,,,1.38,,0.0,,0.0,,0.0,,20.57,,13.78,,25.93,,5.39,,28.41,,0.0,,4.55,,0.0,
33-9011.00,Animal Control Workers,category_2|category_3|category_5|category_6|category_1,,,0.0,,0.0,,0.0,,0.0,,65.38,,19.23,,0.0,,11.54,,3.85,,0.0,,0.0,,0.0,
33-9021.00,Private Detectives and Investigators,category_6|category_2|category_5|category_4|category_7,,,0.0,,0.0,,0.0,,0.0,,25.11,,4.25,,12.07,,16.41,,37.69,,4.46,,0.0,,0.0,
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,category_2|category_3|category_5|category_4|category_1,,,0.0,,0.0,,0.0,,2.24,,84.07,,5.87,,2.72,,5.1,,0.0,,0.0,,0.0,,0.0,
33-9032.00,Security Guards,category_2|category_4|category_5|category_3|category_6,,,0.0,,0.0,,0.0,,0.0,,79.26,,4.16,,9.56,,5.06,,1.96,,0.0,,0.0,,0.0,
33-9091.00,Crossing Guards and Flaggers,category_2|category_1|category_4|category_3|category_5,,,0.0,,0.0,,0.0,,17.95,,72.8,,3.21,,6.04,,0.0,,0.0,,0.0,,0.0,,0.0,
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",category_1|category_2|category_3|category_5|category_4,,,0.0,,0.0,,0.0,,39.22,,21.13,,17.28,,5.05,,16.1,,1.22,,0.0,,0.0,,0.0,
33-9093.00,Transportation Security Screeners,category_2|category_4|category_1|category_3|category_5,,,0.0,,0.0,,0.0,,3.7,,85.19,,0.0,,11.11,,0.0,,0.0,,0.0,,0.0,,0.0,
33-9094.00,School Bus Monitors,,,category_2|category_4|category_3|category_1|category_6,,0.0,,0.0,,0.0,,3.62,,56.46,,14.76,,22.15,,0.0,,3.01,,0.0,,0.0,,0.0
33-9099.02,Retail Loss Prevention Specialists,category_2|category_5|category_6|category_1|category_3,,,0.0,,0.0,,0.0,,5.15,,68.63,,4.29,,0.0,,11.43,,10.5,,0.0,,0.0,,0.0,
35-1011.00,Chefs and Head Cooks,category_5|category_3|category_2|category_4|category_6,,,0.0,,0.0,,0.0,,0.0,,12.5,,16.67,,8.33,,54.17,,8.33,,0.0,,0.0,,0.0,
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,category_2|category_1|category_3|category_4|category_5,,,0.0,,0.0,,0.0,,27.15,,69.59,,1.86,,1.35,,0.05,,0.0,,0.0,,0.0,,0.0,
35-2011.00,"Cooks, Fast Food",,,category_1|category_2|category_4|category_5|category_3,,0.0,,0.0,,0.0,,62.89,,21.12,,0.0,,12.4,,3.59,,0.0,,0.0,,0.0,,0.0
35-2012.00,"Cooks, Institution and Cafeteria",category_2|category_3|category_6|category_4|category_1,,,0.0,,0.0,,0.0,,1.94,,71.14,,14.21,,5.85,,0.08,,6.78,,0.0,,0.0,,0.0,
35-2013.00,"Cooks, Private Household",category_3|category_2|category_1|category_5|category_4,,,0.0,,0.0,,0.0,,15.38,,30.77,,38.46,,3.85,,11.54,,0.0,,0.0,,0.0,,0.0,
35-2014.00,"Cooks, Restaurant",category_2|category_1|category_5|category_4|category_3,,,0.0,,0.0,,0.0,,34.43,,47.33,,0.07,,6.37,,11.79,,0.0,,0.0,,0.0,,0.0,
35-2015.00,"Cooks, Short Order",category_2|category_1|category_4|category_3|category_5,,,0.0,,0.0,,0.0,,14.43,,66.35,,7.38,,9.47,,2.38,,0.0,,0.0,,0.0,,0.0,
35-2021.00,Food Preparation Workers,category_2|category_4|category_11|category_1|category_3,,,0.0,,4.15,,0.0,,2.73,,69.48,,1.2,,22.44,,0.0,,0.0,,0.0,,0.0,,0.0,
35-3011.00,Bartenders,category_2|category_1|category_4|category_3|category_6,,,0.0,,0.0,,0.0,,36.98,,42.96,,2.57,,16.37,,0.0,,1.12,,0.0,,0.0,,0.0,
35-3023.00,Fast Food and Counter Workers,category_1|category_2|category_4|category_3|category_6,,,0.0,,0.0,,0.0,,56.28,,23.96,,2.55,,17.17,,0.0,,0.05,,0.0,,0.0,,0.0,
35-3023.01,Baristas,,,category_1|category_2|category_3|category_4|category_6,,0.0,,0.0,,0.0,,63.86,,28.98,,2.39,,2.39,,0.0,,2.39,,0.0,,0.0,,0.0
35-3031.00,Waiters and Waitresses,category_2|category_1|category_3|category_4|category_5,,,0.0,,0.0,,0.0,,32.33,,57.57,,8.29,,1.14,,0.67,,0.0,,0.0,,0.0,,0.0,
35-3041.00,"Food Servers, Nonrestaurant",category_2|category_1|category_4|category_12|category_6,,,0.0,,0.0,,6.64,,27.09,,48.08,,1.37,,8.64,,2.0,,6.18,,0.0,,0.0,,0.0,
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,category_2|category_1|category_3|category_5|category_4,,,0.0,,0.0,,0.0,,22.43,,74.01,,2.49,,0.0,,1.07,,0.0,,0.0,,0.0,,0.0,
35-9021.00,Dishwashers,category_2|category_1|category_4|category_3|category_5,,,0.0,,0.0,,0.0,,43.39,,55.87,,0.0,,0.74,,0.0,,0.0,,0.0,,0.0,,0.0,
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",category_1|category_2|category_4|category_6|category_3,,,0.0,,0.0,,0.0,,41.98,,29.2,,0.0,,15.7,,0.0,,13.12,,0.0,,0.0,,0.0,
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,category_2|category_4|category_5|category_6|category_3,,,0.0,,0.0,,0.0,,3.07,,43.26,,7.78,,19.19,,14.45,,12.25,,0.0,,0.0,,0.0,
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",category_6|category_2|category_5|category_3|category_4,,,0.0,,0.0,,0.0,,4.22,,19.95,,13.23,,10.38,,13.55,,32.32,,0.0,,0.0,,6.34,
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",category_2|category_6|category_1|category_12|category_3,,,0.0,,0.0,,0.6,,13.51,,62.41,,0.0,,0.0,,0.0,,23.48,,0.0,,0.0,,0.0,
37-2012.00,Maids and Housekeeping Cleaners,category_1|category_2|category_3|category_6|category_12,,,0.0,,0.0,,4.97,,44.6,,35.51,,6.67,,2.37,,0.0,,5.88,,0.0,,0.0,,0.0,
