O*NET-SOC Code,Title,career_interest_types_ranked_OI,career_interest_types_OI_artistic_value,career_interest_types_OI_conventional_value,career_interest_types_OI_enterprising_value,career_interest_types_OI_investigative_value,career_interest_types_OI_realistic_value,career_interest_types_OI_social_value,career_interest_types_IH_first_interest_high_point_value,career_interest_types_IH_second_interest_high_point_value,career_interest_types_IH_third_interest_high_point_value
35-2021.00,Food Preparation Workers,realistic|conventional|social|enterprising|artistic|investigative,1.9,4.18,2.23,1.35,6.4,2.71,1.0,6.0,0.0
35-3011.00,Bartenders,realistic|conventional|enterprising|social|artistic|investigative,2.3,4.53,3.85,1.0,4.65,3.74,1.0,6.0,5.0
35-3023.00,Fast Food and Counter Workers,conventional|realistic|social|enterprising|artistic|investigative,1.45,4.96,3.45,1.0,4.83,3.48,6.0,1.0,4.0
35-3023.01,Baristas,realistic|conventional|social|enterprising|artistic|investigative,2.63,3.7,3.24,1.07,5.58,3.7,1.0,4.0,6.0
35-3031.00,Waiters and Waitresses,conventional|social|realistic|enterprising|artistic|investigative,1.84,4.95,4.06,1.0,4.12,4.72,6.0,4.0,1.0
35-3041.00,"Food Servers, Nonrestaurant",realistic|social|conventional|enterprising|artistic|investigative,2.1,3.87,2.85,1.46,4.84,4.23,1.0,4.0,6.0
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,realistic|conventional|social|enterprising|artistic|investigative,1.02,4.57,2.26,1.0,5.63,3.66,1.0,6.0,4.0
35-9021.00,Dishwashers,realistic|conventional|social|enterprising|artistic|investigative,1.0,4.45,1.44,1.0,7.0,1.83,1.0,6.0,0.0
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",social|enterprising|conventional|realistic|artistic|investigative,1.73,4.09,4.44,1.0,3.19,5.24,4.0,5.0,6.0
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,enterprising|conventional|realistic|social|investigative|artistic,1.0,5.35,5.7,1.38,4.14,3.63,5.0,6.0,1.0
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",enterprising|conventional|realistic|social|investigative|artistic,1.03,5.24,6.11,1.77,4.55,3.01,5.0,6.0,1.0
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",realistic|conventional|social|enterprising|investigative|artistic,1.0,4.61,1.67,1.15,6.73,2.11,1.0,6.0,0.0
37-2012.00,Maids and Housekeeping Cleaners,realistic|conventional|social|enterprising|artistic|investigative,1.39,4.6,1.47,1.0,6.08,2.49,1.0,6.0,0.0
37-2021.00,Pest Control Workers,realistic|conventional|investigative|enterprising|social|artistic,1.0,4.17,2.21,2.94,6.85,1.67,1.0,6.0,0.0
37-3011.00,Landscaping and Groundskeeping Workers,realistic|conventional|artistic|enterprising|investigative|social,1.9,3.35,1.81,1.62,7.0,1.45,1.0,6.0,0.0
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",realistic|conventional|investigative|social|enterprising|artistic,1.0,3.67,1.42,2.73,6.51,1.95,1.0,6.0,0.0
37-3013.00,Tree Trimmers and Pruners,realistic|conventional|investigative|social|enterprising|artistic,1.0,3.09,1.22,2.13,7.0,1.79,1.0,6.0,0.0
39-1013.00,First-Line Supervisors of Gambling Services Workers,enterprising|conventional|realistic|social|artistic|investigative,1.0,5.49,5.93,1.0,3.7,3.02,5.0,6.0,1.0
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",enterprising|conventional|social|realistic|artistic|investigative,1.79,4.72,7.0,1.03,2.9,4.4,5.0,6.0,4.0
39-1022.00,First-Line Supervisors of Personal Service Workers,enterprising|conventional|social|realistic|investigative|artistic,1.09,5.11,6.85,1.1,3.37,3.98,5.0,6.0,4.0
39-2011.00,Animal Trainers,realistic|social|conventional|investigative|enterprising|artistic,1.76,2.97,2.08,2.3,6.52,3.61,1.0,4.0,0.0
39-2021.00,Animal Caretakers,realistic|social|conventional|investigative|artistic|enterprising,1.63,3.25,1.52,2.75,6.17,3.75,1.0,4.0,6.0
39-3011.00,Gambling Dealers,conventional|enterprising|realistic|social|artistic|investigative,1.1,5.46,5.18,1.0,3.71,2.16,6.0,5.0,1.0
39-3012.00,Gambling and Sports Book Writers and Runners,conventional|enterprising|social|realistic|artistic|investigative,1.02,5.97,4.99,1.0,2.78,2.92,6.0,5.0,0.0
39-3021.00,Motion Picture Projectionists,realistic|conventional|artistic|investigative|social|enterprising,3.1,4.39,1.99,2.02,5.44,2.02,1.0,6.0,0.0
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",conventional|social|enterprising|realistic|artistic|investigative,1.41,4.75,4.19,1.0,3.21,4.69,6.0,4.0,5.0
39-3091.00,Amusement and Recreation Attendants,conventional|social|realistic|enterprising|artistic|investigative,1.68,4.72,3.83,1.0,4.23,4.35,6.0,4.0,1.0
39-3092.00,Costume Attendants,artistic|conventional|realistic|social|enterprising|investigative,5.61,4.27,2.84,1.0,3.88,3.26,3.0,6.0,1.0
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",conventional|realistic|social|enterprising|artistic|investigative,1.56,5.59,2.49,1.0,4.16,4.14,6.0,1.0,4.0
39-4011.00,Embalmers,realistic|conventional|social|enterprising|investigative|artistic,1.61,3.85,2.65,2.57,5.84,3.4,1.0,6.0,4.0
39-4012.00,Crematory Operators,realistic|conventional|social|investigative|enterprising|artistic,1.46,4.36,1.49,2.11,5.96,2.73,1.0,6.0,0.0
39-4021.00,Funeral Attendants,realistic|conventional|social|enterprising|artistic|investigative,1.82,4.34,3.67,1.07,4.95,3.93,1.0,6.0,4.0
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",conventional|enterprising|social|realistic|artistic|investigative,1.75,4.67,4.66,1.4,3.55,4.41,6.0,5.0,4.0
39-5011.00,Barbers,realistic|conventional|social|enterprising|artistic|investigative,2.71,3.89,3.55,1.0,5.39,3.58,1.0,6.0,4.0
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",realistic|conventional|social|enterprising|artistic|investigative,3.24,3.92,3.25,1.54,5.4,3.72,1.0,6.0,4.0
39-5091.00,"Makeup Artists, Theatrical and Performance",artistic|realistic|enterprising|conventional|social|investigative,6.72,3.01,3.08,1.37,4.33,3.0,3.0,1.0,0.0
39-5092.00,Manicurists and Pedicurists,realistic|conventional|social|enterprising|artistic|investigative,2.29,3.67,2.35,1.3,5.63,3.06,1.0,6.0,0.0
39-5093.00,Shampooers,realistic|social|conventional|enterprising|artistic|investigative,1.56,3.37,2.47,1.35,5.53,3.75,1.0,4.0,6.0
39-5094.00,Skincare Specialists,realistic|social|conventional|enterprising|artistic|investigative,2.95,3.37,3.12,2.04,5.48,4.18,1.0,4.0,0.0
39-6011.00,Baggage Porters and Bellhops,realistic|conventional|social|enterprising|artistic|investigative,1.0,4.82,2.55,1.0,4.92,3.51,1.0,6.0,4.0
39-6012.00,Concierges,social|enterprising|conventional|realistic|artistic|investigative,2.29,4.18,4.67,1.0,2.7,5.34,4.0,5.0,6.0
39-7011.00,Tour Guides and Escorts,social|enterprising|artistic|realistic|conventional|investigative,3.46,2.85,3.64,2.4,3.33,5.35,4.0,5.0,0.0
39-7012.00,Travel Guides,social|enterprising|conventional|artistic|realistic|investigative,2.45,4.3,4.61,2.34,2.45,4.84,4.0,5.0,6.0
39-9011.00,Childcare Workers,social|artistic|conventional|realistic|enterprising|investigative,3.58,3.44,2.75,1.48,3.08,6.18,4.0,3.0,0.0
39-9011.01,Nannies,social|artistic|conventional|realistic|enterprising|investigative,3.5,3.34,2.68,2.19,2.91,6.3,4.0,0.0,0.0
39-9031.00,Exercise Trainers and Group Fitness Instructors,social|realistic|enterprising|conventional|investigative|artistic,2.4,2.98,3.51,2.71,5.23,5.62,4.0,1.0,0.0
39-9032.00,Recreation Workers,social|enterprising|realistic|conventional|artistic|investigative,3.05,3.46,4.51,1.98,3.75,4.9,4.0,5.0,1.0
39-9041.00,Residential Advisors,social|conventional|enterprising|realistic|investigative|artistic,2.25,4.63,3.81,2.37,2.82,5.28,4.0,6.0,5.0
41-1011.00,First-Line Supervisors of Retail Sales Workers,enterprising|conventional|social|realistic|investigative|artistic,1.0,5.61,7.0,1.14,2.75,3.64,5.0,6.0,4.0
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,enterprising|conventional|social|realistic|investigative|artistic,1.0,5.31,7.0,1.11,1.74,4.08,5.0,6.0,4.0
41-2011.00,Cashiers,conventional|enterprising|realistic|social|artistic|investigative,1.0,6.21,3.62,1.0,2.9,2.59,6.0,5.0,0.0
41-2012.00,Gambling Change Persons and Booth Cashiers,conventional|enterprising|realistic|social|artistic|investigative,1.06,6.36,4.19,1.0,3.07,2.43,6.0,5.0,0.0
41-2021.00,Counter and Rental Clerks,conventional|enterprising|social|realistic|artistic|investigative,1.27,5.9,3.86,1.0,3.17,3.3,6.0,5.0,4.0
41-2022.00,Parts Salespersons,realistic|conventional|enterprising|social|investigative|artistic,1.0,5.12,3.83,1.6,5.64,1.96,1.0,6.0,5.0
41-2031.00,Retail Salespersons,enterprising|conventional|realistic|social|artistic|investigative,1.98,5.17,6.13,1.0,3.2,2.96,5.0,6.0,0.0
41-3011.00,Advertising Sales Agents,enterprising|conventional|artistic|social|investigative|realistic,3.64,4.34,6.65,1.52,1.18,2.96,5.0,6.0,3.0
41-3021.00,Insurance Sales Agents,enterprising|conventional|social|investigative|artistic|realistic,1.09,5.46,5.95,2.25,1.0,3.71,5.0,6.0,4.0
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",enterprising|conventional|social|investigative|artistic|realistic,1.29,5.27,6.08,2.53,1.26,3.07,5.0,6.0,0.0
41-3041.00,Travel Agents,enterprising|conventional|social|artistic|investigative|realistic,1.9,5.77,5.78,1.51,1.15,4.31,5.0,6.0,4.0
41-3091.00,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",enterprising|conventional|social|investigative|artistic|realistic,1.45,5.07,6.73,1.94,1.07,3.75,5.0,6.0,4.0
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",enterprising|conventional|investigative|social|realistic|artistic,1.44,5.14,5.27,3.15,2.8,3.12,5.0,6.0,0.0
41-4011.07,Solar Sales Representatives and Assessors,enterprising|conventional|realistic|social|investigative|artistic,1.39,4.43,5.56,2.73,3.52,2.75,5.0,6.0,1.0
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",enterprising|conventional|social|realistic|investigative|artistic,1.65,4.92,6.12,2.24,2.63,2.69,5.0,6.0,0.0
41-9011.00,Demonstrators and Product Promoters,enterprising|conventional|artistic|social|realistic|investigative,3.31,3.56,5.38,1.89,3.24,3.26,5.0,6.0,0.0
41-9012.00,Models,artistic|realistic|enterprising|social|conventional|investigative,6.91,2.26,3.71,1.09,5.01,2.49,3.0,1.0,5.0
41-9021.00,Real Estate Brokers,enterprising|conventional|social|realistic|investigative|artistic,1.0,5.76,6.48,1.52,2.71,2.9,5.0,6.0,0.0
41-9022.00,Real Estate Sales Agents,enterprising|conventional|social|realistic|artistic|investigative,1.92,4.94,6.46,1.47,2.12,3.52,5.0,6.0,4.0
41-9031.00,Sales Engineers,enterprising|conventional|investigative|realistic|social|artistic,1.76,4.51,5.78,3.58,3.38,2.82,5.0,6.0,0.0
41-9041.00,Telemarketers,enterprising|conventional|social|realistic|artistic|investigative,1.24,5.07,5.36,1.09,1.87,3.61,5.0,6.0,4.0
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",enterprising|conventional|realistic|social|artistic|investigative,2.04,4.7,5.52,1.0,3.56,2.79,5.0,6.0,1.0
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,enterprising|conventional|social|realistic|investigative|artistic,1.0,5.7,6.9,1.38,1.58,4.33,5.0,6.0,4.0
43-2011.00,"Switchboard Operators, Including Answering Service",conventional|realistic|enterprising|social|investigative|artistic,1.0,5.95,3.18,1.39,3.63,2.91,6.0,1.0,5.0
43-2021.00,Telephone Operators,conventional|social|enterprising|realistic|investigative|artistic,1.0,6.21,3.33,1.14,3.23,4.05,6.0,4.0,5.0
43-3011.00,Bill and Account Collectors,conventional|enterprising|social|realistic|artistic|investigative,1.0,7.0,4.36,1.0,2.08,3.26,6.0,5.0,4.0
43-3021.00,Billing and Posting Clerks,conventional|realistic|enterprising|investigative|social|artistic,1.0,7.0,2.76,1.59,2.83,1.47,6.0,0.0,0.0
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",conventional|enterprising|investigative|realistic|social|artistic,1.0,7.0,2.87,2.18,1.63,1.49,6.0,5.0,0.0
43-3041.00,Gambling Cage Workers,conventional|enterprising|social|realistic|artistic|investigative,1.0,5.98,4.66,1.0,2.9,2.91,6.0,5.0,0.0
43-3051.00,Payroll and Timekeeping Clerks,conventional|enterprising|social|realistic|investigative|artistic,1.0,7.0,3.32,1.05,1.85,1.91,6.0,5.0,0.0
43-3061.00,Procurement Clerks,conventional|enterprising|realistic|investigative|social|artistic,1.0,7.0,4.13,1.71,3.17,1.63,6.0,5.0,1.0
43-3071.00,Tellers,conventional|enterprising|social|realistic|investigative|artistic,1.0,6.88,4.19,1.42,2.27,2.44,6.0,5.0,0.0
43-4011.00,Brokerage Clerks,conventional|enterprising|social|realistic|investigative|artistic,1.0,6.96,4.51,1.27,2.1,2.32,6.0,5.0,0.0
43-4021.00,Correspondence Clerks,conventional|enterprising|social|investigative|artistic|realistic,1.57,6.86,3.43,2.52,1.32,2.7,6.0,5.0,0.0
43-4031.00,"Court, Municipal, and License Clerks",conventional|enterprising|social|realistic|investigative|artistic,1.11,6.16,4.24,1.91,1.97,3.52,6.0,5.0,4.0
43-4041.00,"Credit Authorizers, Checkers, and Clerks",conventional|enterprising|social|investigative|artistic|realistic,1.0,7.0,4.48,1.87,1.0,3.39,6.0,5.0,4.0
43-4051.00,Customer Service Representatives,conventional|enterprising|social|realistic|investigative|artistic,1.0,6.32,5.08,1.63,1.97,3.77,6.0,5.0,4.0
43-4061.00,"Eligibility Interviewers, Government Programs",conventional|social|enterprising|investigative|artistic|realistic,1.0,6.32,3.92,2.45,1.0,4.46,6.0,4.0,5.0
43-4071.00,File Clerks,conventional|realistic|social|enterprising|investigative|artistic,1.01,7.0,1.76,1.28,2.41,2.05,6.0,0.0,0.0
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",conventional|social|enterprising|realistic|artistic|investigative,1.35,5.72,3.8,1.0,2.62,4.49,6.0,4.0,5.0
43-4111.00,"Interviewers, Except Eligibility and Loan",conventional|social|enterprising|investigative|artistic|realistic,1.38,6.01,3.66,1.92,1.0,4.12,6.0,4.0,5.0
43-4121.00,"Library Assistants, Clerical",conventional|social|realistic|enterprising|investigative|artistic,1.29,6.89,2.18,2.0,2.91,3.77,6.0,4.0,0.0
43-4131.00,Loan Interviewers and Clerks,conventional|enterprising|social|investigative|artistic|realistic,1.0,6.92,4.61,2.18,1.0,3.4,6.0,5.0,4.0
43-4141.00,New Accounts Clerks,conventional|enterprising|social|investigative|realistic|artistic,1.0,6.86,4.65,1.91,1.37,3.66,6.0,5.0,4.0
43-4151.00,Order Clerks,conventional|enterprising|realistic|social|artistic|investigative,1.0,6.97,4.54,1.0,2.57,2.52,6.0,5.0,0.0
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",conventional|enterprising|social|realistic|investigative|artistic,1.0,7.0,3.91,1.35,1.43,3.24,6.0,5.0,4.0
43-4171.00,Receptionists and Information Clerks,conventional|enterprising|social|realistic|investigative|artistic,1.1,6.3,4.26,1.79,1.95,3.57,6.0,5.0,4.0
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,conventional|social|enterprising|realistic|artistic|investigative,1.32,5.54,4.08,1.0,2.12,4.39,6.0,4.0,5.0
43-5011.00,Cargo and Freight Agents,conventional|enterprising|realistic|social|investigative|artistic,1.0,6.32,4.83,1.52,3.15,2.14,6.0,5.0,0.0
43-5011.01,Freight Forwarders,conventional|enterprising|realistic|investigative|social|artistic,1.0,5.6,3.94,2.59,3.51,1.84,6.0,5.0,1.0
43-5021.00,Couriers and Messengers,conventional|realistic|social|enterprising|investigative|artistic,1.0,5.07,2.86,1.07,4.47,2.96,6.0,1.0,0.0
43-5031.00,Public Safety Telecommunicators,conventional|realistic|social|investigative|enterprising|artistic,1.0,5.52,2.89,2.91,4.33,3.65,6.0,1.0,4.0
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",conventional|realistic|enterprising|social|investigative|artistic,1.0,5.4,2.92,1.42,5.27,2.69,6.0,1.0,0.0
43-5041.00,"Meter Readers, Utilities",conventional|realistic|investigative|social|enterprising|artistic,1.0,6.58,1.28,2.53,4.91,2.15,6.0,1.0,0.0
43-5051.00,Postal Service Clerks,conventional|realistic|enterprising|social|artistic|investigative,1.0,6.55,2.71,1.0,3.21,2.57,6.0,1.0,0.0
43-5052.00,Postal Service Mail Carriers,conventional|realistic|enterprising|social|artistic|investigative,1.0,6.27,2.91,1.0,3.56,2.69,6.0,1.0,0.0
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",conventional|realistic|social|enterprising|investigative|artistic,1.0,5.91,1.66,1.54,4.6,1.83,6.0,1.0,0.0
43-5061.00,"Production, Planning, and Expediting Clerks",conventional|enterprising|realistic|social|investigative|artistic,1.14,5.92,4.91,1.2,3.12,2.11,6.0,5.0,0.0
43-5071.00,"Shipping, Receiving, and Inventory Clerks",conventional|realistic|enterprising|social|investigative|artistic,1.0,7.0,3.11,1.24,3.98,1.37,6.0,1.0,5.0
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",conventional|realistic|investigative|enterprising|artistic|social,1.0,6.37,1.76,2.37,5.31,1.0,6.0,1.0,0.0
43-6011.00,Executive Secretaries and Executive Administrative Assistants,conventional|enterprising|social|investigative|artistic|realistic,1.35,6.41,5.51,1.94,1.32,3.94,6.0,5.0,4.0
43-6012.00,Legal Secretaries and Administrative Assistants,conventional|enterprising|social|investigative|artistic|realistic,1.55,6.69,4.42,2.91,1.41,3.17,6.0,5.0,0.0
43-6013.00,Medical Secretaries and Administrative Assistants,conventional|social|enterprising|investigative|realistic|artistic,1.0,6.67,3.17,3.02,2.29,4.13,6.0,4.0,0.0
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",conventional|enterprising|social|realistic|investigative|artistic,1.0,6.95,4.18,1.37,1.98,3.61,6.0,5.0,4.0
43-9021.00,Data Entry Keyers,conventional|realistic|investigative|enterprising|social|artistic,1.0,7.0,1.67,2.31,3.05,1.19,6.0,1.0,0.0
43-9022.00,Word Processors and Typists,conventional|realistic|artistic|social|investigative|enterprising,2.26,6.59,1.86,1.94,2.87,2.23,6.0,0.0,0.0
43-9031.00,Desktop Publishers,conventional|artistic|realistic|investigative|enterprising|social,4.24,5.7,1.71,2.84,3.38,1.69,6.0,3.0,1.0
43-9041.00,Insurance Claims and Policy Processing Clerks,conventional|enterprising|social|investigative|realistic|artistic,1.0,7.0,3.86,2.43,1.24,2.56,6.0,5.0,0.0
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",conventional|realistic|enterprising|social|artistic|investigative,1.0,6.46,2.14,1.0,4.01,2.01,6.0,1.0,0.0
43-9061.00,"Office Clerks, General",conventional|enterprising|social|realistic|investigative|artistic,1.0,6.84,3.2,1.85,2.92,3.06,6.0,0.0,0.0
43-9071.00,"Office Machine Operators, Except Computer",conventional|realistic|investigative|enterprising|social|artistic,1.16,6.57,2.06,2.13,4.55,1.68,6.0,1.0,0.0
43-9081.00,Proofreaders and Copy Markers,conventional|artistic|investigative|social|enterprising|realistic,3.56,6.16,1.53,2.5,1.44,2.2,6.0,3.0,0.0
43-9111.00,Statistical Assistants,conventional|investigative|realistic|enterprising|social|artistic,1.0,7.0,1.74,4.48,2.37,1.4,6.0,2.0,0.0
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",enterprising|realistic|conventional|social|investigative|artistic,1.0,4.66,6.01,2.23,5.53,2.89,5.0,1.0,6.0
45-2011.00,Agricultural Inspectors,realistic|conventional|investigative|enterprising|social|artistic,1.0,5.17,3.12,4.04,5.35,1.89,1.0,6.0,2.0
45-2021.00,Animal Breeders,realistic|conventional|investigative|social|enterprising|artistic,1.45,3.58,2.0,3.4,6.36,2.38,1.0,6.0,2.0
45-2041.00,"Graders and Sorters, Agricultural Products",realistic|conventional|investigative|enterprising|artistic|social,1.67,5.0,2.16,2.48,5.64,1.5,1.0,6.0,0.0
45-2091.00,Agricultural Equipment Operators,realistic|conventional|investigative|enterprising|artistic|social,1.0,3.67,1.34,2.5,7.0,1.0,1.0,6.0,0.0
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",realistic|conventional|enterprising|investigative|social|artistic,1.28,3.36,2.37,2.32,7.0,1.86,1.0,6.0,0.0
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",realistic|conventional|investigative|social|enterprising|artistic,1.42,2.95,1.92,2.66,6.78,2.5,1.0,0.0,0.0
45-3031.00,Fishing and Hunting Workers,realistic|conventional|investigative|enterprising|artistic|social,1.06,3.29,1.99,2.27,7.0,1.03,1.0,6.0,0.0
45-4011.00,Forest and Conservation Workers,realistic|conventional|investigative|enterprising|social|artistic,1.0,4.07,3.03,3.33,7.0,2.71,1.0,6.0,0.0
45-4021.00,Fallers,realistic|conventional|investigative|social|enterprising|artistic,1.13,3.32,1.57,2.48,7.0,1.92,1.0,6.0,0.0
45-4022.00,Logging Equipment Operators,realistic|conventional|investigative|social|enterprising|artistic,1.0,4.4,1.1,1.81,6.83,1.11,1.0,6.0,0.0
45-4023.00,Log Graders and Scalers,conventional|realistic|investigative|enterprising|social|artistic,1.0,6.31,1.76,2.37,4.98,1.1,6.0,1.0,0.0
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,enterprising|conventional|realistic|social|investigative|artistic,1.0,4.95,6.0,1.9,4.67,2.92,5.0,6.0,1.0
47-1011.03,Solar Energy Installation Managers,realistic|enterprising|conventional|investigative|social|artistic,1.27,4.19,4.85,2.65,5.86,1.74,1.0,5.0,6.0
47-2011.00,Boilermakers,realistic|conventional|investigative|artistic|enterprising|social,1.0,3.72,1.0,2.31,7.0,1.0,1.0,6.0,0.0
47-2021.00,Brickmasons and Blockmasons,realistic|conventional|investigative|artistic|enterprising|social,1.67,3.82,1.21,2.02,6.95,1.11,1.0,6.0,0.0
47-2022.00,Stonemasons,realistic|conventional|artistic|investigative|social|enterprising,2.9,3.0,1.29,2.14,7.0,1.86,1.0,0.0,0.0
47-2031.00,Carpenters,realistic|conventional|artistic|investigative|social|enterprising,2.18,3.46,1.79,1.91,6.75,1.9,1.0,6.0,0.0
47-2041.00,Carpet Installers,realistic|conventional|artistic|social|investigative|enterprising,1.94,3.5,1.0,1.13,7.0,1.29,1.0,6.0,0.0
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",realistic|conventional|artistic|social|investigative|enterprising,1.83,3.68,1.0,1.39,7.0,1.56,1.0,6.0,0.0
47-2043.00,Floor Sanders and Finishers,realistic|conventional|enterprising|social|investigative|artistic,1.37,3.33,1.54,1.39,7.0,1.43,1.0,6.0,0.0
47-2044.00,Tile and Stone Setters,realistic|conventional|artistic|investigative|social|enterprising,2.53,3.66,1.0,1.47,7.0,1.34,1.0,6.0,0.0
47-2051.00,Cement Masons and Concrete Finishers,realistic|conventional|investigative|artistic|enterprising|social,1.66,3.27,1.0,2.29,7.0,1.0,1.0,6.0,0.0
47-2053.00,Terrazzo Workers and Finishers,realistic|conventional|artistic|investigative|enterprising|social,1.93,3.28,1.0,1.8,7.0,1.0,1.0,6.0,0.0
47-2061.00,Construction Laborers,realistic|conventional|investigative|artistic|enterprising|social,1.38,3.61,1.35,2.68,7.0,1.23,1.0,6.0,0.0
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",realistic|conventional|investigative|artistic|enterprising|social,1.0,3.69,1.0,1.72,7.0,1.0,1.0,6.0,0.0
47-2072.00,Pile Driver Operators,realistic|conventional|investigative|enterprising|social|artistic,1.0,3.61,1.15,1.94,7.0,1.02,1.0,6.0,0.0
47-2073.00,Operating Engineers and Other Construction Equipment Operators,realistic|conventional|investigative|enterprising|social|artistic,1.0,3.88,1.26,2.93,7.0,1.14,1.0,6.0,2.0
47-2081.00,Drywall and Ceiling Tile Installers,realistic|conventional|artistic|investigative|social|enterprising,2.3,3.14,1.0,1.96,7.0,1.18,1.0,6.0,0.0
47-2082.00,Tapers,realistic|conventional|artistic|investigative|social|enterprising,1.73,3.44,1.08,1.64,6.49,1.45,1.0,6.0,0.0
47-2111.00,Electricians,realistic|conventional|investigative|enterprising|social|artistic,1.24,4.09,1.81,2.7,7.0,1.32,1.0,6.0,0.0
47-2121.00,Glaziers,realistic|conventional|artistic|investigative|social|enterprising,2.33,3.59,1.67,2.09,6.32,1.68,1.0,6.0,0.0
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",realistic|conventional|investigative|artistic|social|enterprising,1.3,3.97,1.0,1.78,6.78,1.05,1.0,6.0,0.0
47-2132.00,"Insulation Workers, Mechanical",realistic|conventional|investigative|social|artistic|enterprising,1.0,4.25,1.0,2.42,6.92,1.24,1.0,6.0,0.0
47-2141.00,"Painters, Construction and Maintenance",realistic|conventional|artistic|investigative|social|enterprising,2.51,3.5,1.0,1.47,7.0,1.26,1.0,6.0,0.0
47-2142.00,Paperhangers,realistic|conventional|artistic|social|enterprising|investigative,2.97,3.9,1.14,1.0,5.86,1.58,1.0,6.0,3.0
47-2151.00,Pipelayers,realistic|conventional|investigative|social|enterprising|artistic,1.0,3.54,1.14,2.43,7.0,1.3,1.0,6.0,0.0
47-2152.00,"Plumbers, Pipefitters, and Steamfitters",realistic|conventional|investigative|social|artistic|enterprising,1.0,3.72,1.0,2.2,7.0,1.16,1.0,6.0,0.0
47-2152.04,Solar Thermal Installers and Technicians,realistic|conventional|investigative|social|enterprising|artistic,1.13,3.66,1.6,2.69,7.0,1.7,1.0,6.0,0.0
47-2161.00,Plasterers and Stucco Masons,realistic|conventional|artistic|investigative|social|enterprising,2.56,3.3,1.05,1.56,7.0,1.38,1.0,6.0,0.0
47-2171.00,Reinforcing Iron and Rebar Workers,realistic|conventional|investigative|enterprising|social|artistic,1.12,3.5,1.33,2.18,7.0,1.2,1.0,6.0,0.0
47-2181.00,Roofers,realistic|conventional|enterprising|social|investigative|artistic,1.21,3.54,1.59,1.3,7.0,1.48,1.0,6.0,0.0
47-2211.00,Sheet Metal Workers,realistic|conventional|investigative|artistic|enterprising|social,1.55,3.58,1.0,2.07,7.0,1.0,1.0,6.0,0.0
47-2221.00,Structural Iron and Steel Workers,realistic|conventional|investigative|artistic|enterprising|social,1.41,3.73,1.24,2.79,7.0,1.17,1.0,6.0,0.0
47-2231.00,Solar Photovoltaic Installers,realistic|conventional|investigative|enterprising|artistic|social,1.39,4.08,1.73,2.65,7.0,1.19,1.0,6.0,0.0
47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",realistic|conventional|social|artistic|investigative|enterprising,1.57,3.33,1.0,1.35,7.0,1.88,1.0,6.0,0.0
47-3012.00,Helpers--Carpenters,realistic|conventional|social|enterprising|artistic|investigative,1.4,3.46,1.61,1.29,6.91,2.14,1.0,6.0,0.0
47-3013.00,Helpers--Electricians,realistic|conventional|investigative|social|artistic|enterprising,1.0,3.94,1.0,2.21,7.0,2.05,1.0,6.0,0.0
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",realistic|conventional|social|artistic|enterprising|investigative,1.78,3.47,1.36,1.11,6.52,2.43,1.0,6.0,0.0
